algorithm,iterations,time
SA95,200,1.0
SA95,200,1.0
SA95,200,1.0
SA95,200,1.0
SA95,200,2.0
SA95,200,2.0
SA95,200,2.0
SA95,300,1.0
SA95,300,1.0
SA95,300,123.0
SA95,300,197.0
SA95,300,2.0
SA95,300,2.0
SA95,300,2.0
SA95,300,2.0
SA95,300,2.0
SA95,300,3.0
SA95,400,2.0
SA95,400,2.0
SA95,400,2.0
SA95,400,2.0
SA95,400,3.0
SA95,400,3.0
SA95,400,3.0
SA95,400,3.0
SA95,400,4.0
SA95,400,5.0
SA95,500,129.0
SA95,500,3.0
SA95,500,3.0
SA95,500,4.0
SA95,500,4.0
SA95,500,4.0
SA95,500,4.0
SA95,500,4.0
SA95,500,4.0
SA95,500,5.0
SA95,600,10.0
SA95,600,19.0
SA95,600,4.0
SA95,600,4.0
SA95,600,4.0
SA95,600,5.0
SA95,600,5.0
SA95,600,5.0
SA95,600,6.0
SA95,600,6.0
SA95,700,10.0
SA95,700,104.0
SA95,700,23.0
SA95,700,24.0
SA95,700,25.0
SA95,700,6.0
SA95,700,6.0
SA95,700,6.0
SA95,700,7.0
SA95,700,8.0
SA95,800,14.0
SA95,800,18.0
SA95,800,20.0
SA95,800,51.0
SA95,800,6.0
SA95,800,7.0
SA95,800,8.0
SA95,800,8.0
SA95,800,8.0
SA95,800,9.0
SA95,900,11.0
SA95,900,12.0
SA95,900,13.0
SA95,900,13.0
SA95,900,16.0
SA95,900,18.0
SA95,900,21.0
SA95,900,79.0
SA95,900,9.0
SA95,900,9.0
SA95,1000,11.0
SA95,1000,14.0
SA95,1000,20.0
SA95,1000,5.0
SA95,1000,5.0
SA95,1000,6.0
SA95,1000,7.0
SA95,1000,7.0
SA95,1000,8.0
SA95,1000,8.0
SA95,1500,12.0
SA95,1500,12.0
SA95,1500,13.0
SA95,1500,14.0
SA95,1500,18.0
SA95,1500,22.0
SA95,1500,29.0
SA95,1500,34.0
SA95,1500,36.0
SA95,1500,51.0
SA95,2000,126.0
SA95,2000,145.0
SA95,2000,159.0
SA95,2000,35.0
SA95,2000,57.0
SA95,2000,72.0
SA95,2000,74.0
SA95,2000,79.0
SA95,2000,88.0
SA95,2000,97.0
SA95,2500,140.0
SA95,2500,152.0
SA95,2500,160.0
SA95,2500,197.0
SA95,2500,226.0
SA95,2500,289.0
SA95,2500,292.0
SA95,2500,321.0
SA95,2500,364.0
SA95,2500,506.0
SA95,3000,202.0
SA95,3000,240.0
SA95,3000,256.0
SA95,3000,326.0
SA95,3000,330.0
SA95,3000,354.0
SA95,3000,366.0
SA95,3000,401.0
SA95,3000,419.0
SA95,3000,434.0
MIMIC,1,13277.0
MIMIC,1,13373.0
MIMIC,1,13577.0
MIMIC,1,14085.0
MIMIC,1,14437.0
MIMIC,1,14495.0
MIMIC,1,14670.0
MIMIC,1,14827.0
MIMIC,1,16105.0
MIMIC,1,16367.0
MIMIC,50,51827.0
MIMIC,50,52982.0
MIMIC,50,53818.0
MIMIC,50,58103.0
MIMIC,50,58368.0
MIMIC,50,58532.0
MIMIC,50,59770.0
MIMIC,50,60905.0
MIMIC,50,63510.0
MIMIC,50,63845.0
MIMIC,100,101379.0
MIMIC,100,76822.0
MIMIC,100,79420.0
MIMIC,100,81666.0
MIMIC,100,86246.0
MIMIC,100,87048.0
MIMIC,100,90707.0
MIMIC,100,91505.0
MIMIC,100,92116.0
MIMIC,100,93613.0
MIMIC,150,110799.0
MIMIC,150,114726.0
MIMIC,150,116310.0
MIMIC,150,117431.0
MIMIC,150,119242.0
MIMIC,150,119681.0
MIMIC,150,120560.0
MIMIC,150,120573.0
MIMIC,150,120718.0
MIMIC,150,124229.0
MIMIC,200,131125.0
MIMIC,200,135431.0
MIMIC,200,138766.0
MIMIC,200,138901.0
MIMIC,200,139596.0
MIMIC,200,140587.0
MIMIC,200,142970.0
MIMIC,200,143503.0
MIMIC,200,143937.0
MIMIC,200,152156.0
MIMIC,300,165167.0
MIMIC,300,165586.0
MIMIC,300,166779.0
MIMIC,300,169202.0
MIMIC,300,169884.0
MIMIC,300,171098.0
MIMIC,300,173521.0
MIMIC,300,178950.0
MIMIC,300,180455.0
MIMIC,300,182117.0
MIMIC,400,198920.0
MIMIC,400,199071.0
MIMIC,400,203132.0
MIMIC,400,203361.0
MIMIC,400,204060.0
MIMIC,400,205308.0
MIMIC,400,205395.0
MIMIC,400,207682.0
MIMIC,400,210537.0
MIMIC,400,210823.0
MIMIC,500,216850.0
MIMIC,500,221746.0
MIMIC,500,222869.0
MIMIC,500,223892.0
MIMIC,500,224298.0
MIMIC,500,225672.0
MIMIC,500,226474.0
MIMIC,500,227629.0
MIMIC,500,227762.0
MIMIC,500,229329.0
MIMIC,600,235384.0
MIMIC,600,235511.0
MIMIC,600,241683.0
MIMIC,600,242376.0
MIMIC,600,242742.0
MIMIC,600,242814.0
MIMIC,600,243897.0
MIMIC,600,244864.0
MIMIC,600,245453.0
MIMIC,600,247566.0
MIMIC,700,249350.0
